ID,name,gender,path_data
1,Rodovia Vereador Admar Bertolli,M,"M -49.3441628,-25.3841116 L -49.3520768,-25.3865489 L -49.352192,-25.3865875 L -49.3523049,-25.3866301 L -49.352442,-25.3866898 L -49.3526192,-25.3867694 M -49.3656908,-25.4207231 L -49.3657531,-25.4210172 L -49.3657846,-25.4211559 L -49.3658184,-25.4212834 L -49.3658791,-25.4214784 L -49.3659427,-25.4216582 L -49.3666779,-25.4236289 L -49.3669496,-25.4244633 L -49.3670836,-25.4248604 L -49.3671834,-25.4253379 L -49.3671762,-25.4259032 L -49.3671593,-25.4261736 L -49.3670855,-25.426537 L -49.3670078,-25.4268471 L -49.3668669,-25.4272455 L -49.3666658,-25.4278669 L -49.3665343,-25.4283513 L -49.3664013,-25.429039 L -49.366298,-25.4298361 M -49.3653665,-25.4200351 L -49.3654237,-25.420116 L -49.3655306,-25.420273 L -49.3655779,-25.4203534 L -49.3656191,-25.4204474 L -49.3656604,-25.4205802 L -49.3656908,-25.4207231 M -49.3650746,-25.4201324 L -49.3649808,-25.4196631 L -49.3649611,-25.4195735 L -49.3649161,-25.4193887 M -49.3649161,-25.4193887 L -49.3650777,-25.419658 L -49.3651262,-25.419733 L -49.3651906,-25.4198205 L -49.3653665,-25.4200351 M -49.3660426,-25.4300118 L -49.3660567,-25.429908 L -49.3660687,-25.4298187 M -49.2810151,-25.3506061 L -49.2807455,-25.3504371 M -49.2819951,-25.351338 L -49.2818335,-25.3512144 M -49.3415612,-25.3833103 L -49.3409788,-25.3831474 L -49.3406759,-25.3830661 L -49.3404458,-25.3830049 L -49.3402909,-25.3829679 L -49.3393196,-25.382756 L -49.3392092,-25.3827287 L -49.3390294,-25.382679 L -49.3388431,-25.3826197 L -49.338614,-25.3825454 L -49.3383607,-25.3824553 L -49.3381954,-25.3823879 L -49.3380644,-25.3823242 L -49.33796,-25.3822602 L -49.3378644,-25.3821982 L -49.3377612,-25.3821185 L -49.3376506,-25.3820242 L -49.3370355,-25.3814443 L -49.3368767,-25.3812855 L -49.3367747,-25.3811709 L -49.3366466,-25.3810156 L -49.3365485,-25.3808891 L -49.3364618,-25.3807635 L -49.3363775,-25.380626 L -49.3362692,-25.3804171 L -49.3361354,-25.3801166 L -49.3360618,-25.3799246 L -49.3359922,-25.3797375 L -49.3359492,-25.3795916 L -49.3359062,-25.3793992 M -49.3359062,-25.3793992 L -49.3361291,-25.3799182 L -49.3362133,-25.3800858 L -49.3363304,-25.3802877 L -49.336462,-25.3804906 L -49.3365656,-25.380627 L -49.3367603,-25.3808358 L -49.3369151,-25.3809905 L -49.3370983,-25.3811481 L -49.3372635,-25.3812782 L -49.3374206,-25.3813887 L -49.3379753,-25.38175 L -49.3381823,-25.3818724 L -49.3383093,-25.3819375 L -49.3384455,-25.3819966 L -49.3386422,-25.3820798 L -49.3396837,-25.3825207 M -49.3666819,-25.4270263 L -49.3667623,-25.4268252 L -49.3668562,-25.4265249 L -49.3669313,-25.4261712 L -49.3669876,-25.4257836 L -49.3669823,-25.4254033 L -49.366934,-25.4249818 L -49.3667968,-25.4245149 L -49.3662816,-25.4230975 M -49.3359062,-25.3793992 L -49.3356069,-25.3783062 M -49.335534,-25.3780261 L -49.3353089,-25.3772647 M -49.2841563,-25.3530114 L -49.2825303,-25.3517379 M -49.2721394,-25.3458513 L -49.2718242,-25.3457853 L -49.271609,-25.3457659 L -49.2714393,-25.3457647 L -49.2709351,-25.345798 L -49.2705032,-25.3458004 L -49.270062,-25.3457362 L -49.269771,-25.3456186 L -49.2695242,-25.3454708 L -49.2685556,-25.3446806 L -49.2678586,-25.3441121 M -49.2799366,-25.3498751 L -49.2788556,-25.3491007 M -49.2825303,-25.3517379 L -49.2819951,-25.351338 M -49.2807455,-25.3504371 L -49.2804378,-25.3502276 L -49.2799366,-25.3498751 M -49.3571612,-25.3907671 L -49.357831,-25.3915079 L -49.3584517,-25.3922075 L -49.3586319,-25.3924063 L -49.3588527,-25.392666 L -49.3591343,-25.3930243 L -49.3594392,-25.3934445 L -49.3596749,-25.3937906 L -49.3598751,-25.3941337 L -49.3600977,-25.3946111 L -49.3602533,-25.394973 L -49.360396,-25.3953412 L -49.3605267,-25.3957135 L -49.3606101,-25.3960176 L -49.3606987,-25.3963795 L -49.3607781,-25.396714 L -49.3608393,-25.3970052 L -49.3614679,-25.4000377 L -49.3615568,-25.400422 L -49.3616851,-25.4009158 L -49.3617762,-25.4012303 L -49.3619101,-25.4016682 L -49.3620724,-25.4021932 L -49.3621908,-25.4025558 L -49.3624548,-25.4032982 L -49.3625194,-25.4034626 L -49.3626091,-25.4036775 L -49.3645681,-25.4082292 L -49.3646953,-25.4085325 L -49.364778,-25.4087471 L -49.3648457,-25.4089403 L -49.3648851,-25.4090869 L -49.3649194,-25.409243 L -49.3649432,-25.4094017 L -49.3649587,-25.4095627 L -49.3649648,-25.4096906 L -49.3649667,-25.4098752 L -49.3649606,-25.4100368 L -49.3649415,-25.4102139 L -49.3649088,-25.4104124 L -49.3648795,-25.4105655 L -49.3648388,-25.4107331 L -49.3639791,-25.4139311 L -49.363916,-25.4141766 L -49.3638642,-25.4144108 L -49.3638319,-25.4145794 L -49.3637978,-25.4147888 L -49.3637739,-25.4149745 L -49.36376,-25.415126 L -49.3637531,-25.4152868 L -49.3637517,-25.4154612 L -49.363758,-25.4156434 L -49.3637754,-25.4158485 L -49.363798,-25.416073 L -49.3638211,-25.4162437 L -49.3638474,-25.4163834 L -49.3638826,-25.416525 L -49.3639356,-25.4166951 L -49.3649161,-25.4193887 M -49.3542822,-25.3876284 L -49.3544629,-25.3878099 L -49.3567881,-25.3903491 M -49.3539047,-25.3873505 L -49.3540772,-25.38746 L -49.354209,-25.3875621 L -49.3542822,-25.3876284 M -49.3567881,-25.3903491 L -49.3571612,-25.3907671 M -49.3662816,-25.4230975 L -49.3659025,-25.4220471 M -49.3659025,-25.4220471 L -49.3657544,-25.4216258 L -49.3657068,-25.4214999 L -49.3656635,-25.4213942 L -49.3655961,-25.4212541 L -49.3653926,-25.4208793 M -49.3653926,-25.4208793 L -49.365358,-25.4208137 L -49.3652556,-25.4206102 L -49.3652155,-25.4205273 L -49.3651683,-25.4204142 L -49.3651121,-25.4202573 L -49.3650746,-25.4201324 M -49.366298,-25.4298361 L -49.3662709,-25.4300428 M -49.3333549,-25.371928 L -49.3328709,-25.3708681 L -49.3327203,-25.3705744 L -49.3325502,-25.3702949 L -49.3323431,-25.3700275 L -49.3321361,-25.3698063 L -49.3319247,-25.3696199 L -49.3316903,-25.3694425 L -49.3314033,-25.3692573 L -49.3310577,-25.3690673 L -49.330708,-25.3689118 L -49.3303576,-25.3687745 L -49.3268819,-25.3674839 M -49.3660687,-25.4298187 L -49.3661796,-25.4289851 L -49.366273,-25.428195 L -49.3663976,-25.4278354 L -49.3666819,-25.4270263 M -49.2818335,-25.3512144 L -49.2812656,-25.350795 M -49.2788556,-25.3491007 L -49.278697,-25.3490163 L -49.2778739,-25.3485783 L -49.2772771,-25.3483323 L -49.2763741,-25.3480265 L -49.2745359,-25.3474039 L -49.2744059,-25.347357 L -49.2741819,-25.3472669 L -49.2740116,-25.3471797 L -49.2738265,-25.347073 L -49.2736726,-25.3469627 L -49.2735314,-25.3468524 L -49.2732086,-25.3465751 M -49.2732086,-25.3465751 L -49.273046,-25.3464307 L -49.2727697,-25.3462101 L -49.2723969,-25.3459604 L -49.2721394,-25.3458513 M -49.2846854,-25.3533195 L -49.2841563,-25.3530114 M -49.3353089,-25.3772647 L -49.334646,-25.3749855 L -49.3345675,-25.3747328 L -49.3344693,-25.3744515 L -49.3343195,-25.3740476 L -49.33425,-25.3738723 L -49.3341579,-25.3736672 L -49.3333549,-25.371928 M -49.3356069,-25.3783062 L -49.335534,-25.3780261 M -49.3526192,-25.3867694 L -49.3536043,-25.387203 L -49.3537402,-25.3872674 L -49.3539047,-25.3873505 M -49.3415612,-25.3833103 L -49.3441628,-25.3841116 M -49.3396837,-25.3825207 L -49.3415612,-25.3833103 M -49.2812656,-25.350795 L -49.2810151,-25.3506061 M -49.3268819,-25.3674839 L -49.3253858,-25.3669331"
2,Rua General Mário Tourinho,M,"M -49.3048184,-25.4442907 L -49.3048601,-25.4439564 L -49.3048798,-25.4438278 L -49.3049039,-25.4437013 L -49.3049248,-25.4436093 L -49.3049475,-25.4435266 L -49.3049834,-25.4434021 L -49.3050317,-25.4432607 L -49.3050822,-25.443131 L -49.3051539,-25.4429665 L -49.3052086,-25.4428437 L -49.3052827,-25.442696 L -49.3053451,-25.4425807 L -49.3054541,-25.4423936 L -49.3054865,-25.442338 L -49.3058611,-25.4416948 L -49.3063418,-25.4408693 L -49.3064351,-25.4407091 L -49.3064688,-25.4406514 L -49.3065571,-25.4404997 L -49.306692,-25.440268 L -49.3067631,-25.440142 L -49.3068506,-25.4399753 L -49.3069188,-25.4398336 L -49.3069966,-25.43967 L -49.3070528,-25.4395447 L -49.3070821,-25.4394763 L -49.3071989,-25.439204 L -49.3074151,-25.4386999 M -49.3046717,-25.4479345 L -49.3046893,-25.4472306 L -49.3047,-25.4468035 L -49.3047175,-25.4458408 L -49.3046962,-25.445453 M -49.3108549,-25.4338337 L -49.3109791,-25.4337416 L -49.3110979,-25.4336537 L -49.3111556,-25.4336104 L -49.3113188,-25.4334894 L -49.3116887,-25.4332054 L -49.3121031,-25.4328866 L -49.3122881,-25.4327509 L -49.3124751,-25.4326233 L -49.3126556,-25.432506 L -49.3127941,-25.4324228 L -49.3129411,-25.4323377 L -49.3130903,-25.4322582 L -49.3132765,-25.4321685 L -49.3135155,-25.4320598 L -49.3137037,-25.4319773 M -49.3083745,-25.4364635 L -49.3084346,-25.4363234 M -49.3083292,-25.4365692 L -49.3083745,-25.4364635 M -49.3084346,-25.4363234 L -49.3085028,-25.4361664 L -49.308539,-25.4360874 L -49.3085768,-25.4360129 L -49.3086226,-25.4359377 L -49.3086507,-25.4358982 L -49.3086834,-25.4358522 L -49.3087458,-25.4357708 L -49.3089261,-25.4355568 L -49.3089553,-25.4355222 L -49.3090107,-25.4354582 M -49.3101377,-25.4343462 L -49.3104302,-25.4341522 L -49.3105046,-25.4340958 L -49.3108549,-25.4338337 M -49.3048397,-25.4454543 L -49.3048134,-25.4468384 L -49.3047854,-25.4472078 L -49.3047845,-25.4472305 L -49.3047551,-25.4479357 M -49.3044599,-25.4519874 L -49.3045531,-25.4518266 M -49.3046962,-25.445453 L -49.3047245,-25.4451834 L -49.3047474,-25.4449662 L -49.3047827,-25.4446303 L -49.304798,-25.4444845 L -49.3048184,-25.4442907 M -49.3079237,-25.4375145 L -49.3083292,-25.4365692 M -49.3074151,-25.4386999 L -49.3077958,-25.4378126 L -49.3079237,-25.4375145 M -49.3047551,-25.4479357 L -49.3047297,-25.4485812 M -49.3046333,-25.4501107 L -49.3046864,-25.450804 M -49.3045311,-25.4501034 L -49.3045217,-25.4498515 L -49.3046293,-25.4491033 L -49.3046488,-25.448586 M -49.3047297,-25.4485812 L -49.3047092,-25.4491034 L -49.3046299,-25.4498604 L -49.3046333,-25.4501107 M -49.3045531,-25.4518266 L -49.3045836,-25.4517833 L -49.3046072,-25.4517365 L -49.3046233,-25.4516873 L -49.3046318,-25.4516364 L -49.3046323,-25.4515851 L -49.3046341,-25.4514984 L -49.3045883,-25.4508093 M -49.3046864,-25.450804 L -49.3047357,-25.451295 L -49.3047712,-25.451576 L -49.3047807,-25.4516895 M -49.3045883,-25.4508093 L -49.3045311,-25.4501034 M -49.3046488,-25.448586 L -49.3046717,-25.4479345 M -49.3047807,-25.4516895 L -49.3047627,-25.4521107 M -49.3090107,-25.4354582 L -49.3090686,-25.4353581 L -49.309096,-25.4353188 L -49.3091717,-25.4352491 L -49.3098293,-25.4345481 M -49.3098293,-25.4345481 L -49.3099998,-25.4344335 L -49.3101377,-25.4343462"
3,Rua José Mário de Oliveira,M,"M -49.2277025,-25.4171786 L -49.2281955,-25.416133 L -49.2286016,-25.4152721 L -49.2289017,-25.4148482 L -49.2291868,-25.4144454 L -49.2297224,-25.4133849 L -49.230384,-25.4120753"
4,Rua Fagundes Varela,M,"M -49.2211636,-25.4098564 L -49.2206822,-25.4096256 L -49.2206436,-25.4095965 L -49.2206236,-25.4095667 L -49.2206108,-25.4095339 L -49.2206057,-25.4094994 L -49.2206108,-25.4094549 L -49.2206287,-25.4094133 L -49.2206697,-25.4093689 M -49.2224862,-25.4104017 L -49.2211636,-25.4098564 M -49.2239291,-25.4109965 L -49.224628,-25.4112847 L -49.2253708,-25.4115909 L -49.2261783,-25.4119238 L -49.2268378,-25.4121957 L -49.2272603,-25.4123698 L -49.2274183,-25.412435 L -49.2275472,-25.4124882 L -49.2282625,-25.412783 L -49.229018,-25.4130945 L -49.2291618,-25.4131538 L -49.229412,-25.4132569 L -49.2297224,-25.4133849 L -49.230963,-25.4138963 M -49.2343872,-25.4153087 L -49.234618,-25.4154038 L -49.2348463,-25.4154979 L -49.2359529,-25.4159538 L -49.2368396,-25.4163192 L -49.2377397,-25.4166901 L -49.2383302,-25.4169335 L -49.2395997,-25.4174338 M -49.2224862,-25.4104017 L -49.2235239,-25.4108295 L -49.2239291,-25.4109965 M -49.230963,-25.4138963 L -49.2317611,-25.4142253 L -49.2324486,-25.4145088 L -49.2327551,-25.4146351 M -49.2395997,-25.4174338 L -49.2407395,-25.417883 L -49.2409075,-25.4179492 M -49.2343872,-25.4153087 L -49.2343038,-25.4152933 L -49.234149,-25.4152315 L -49.2340715,-25.4151778 M -49.2327551,-25.4146351 L -49.2335856,-25.4149786 L -49.2337478,-25.4150445 L -49.2340715,-25.4151778 M -49.2340715,-25.4151778 L -49.2341683,-25.4151975 L -49.2342437,-25.4152271 L -49.2343289,-25.4152608 L -49.2343872,-25.4153087"
5,Rua Professor Lindolfo da Rocha Pombo,M,"M -49.2275472,-25.4124882 L -49.2266066,-25.4139809 L -49.2260058,-25.4153099 L -49.2253997,-25.4166502"
6,Rua Cláudio Chatagnier,M,"M -49.2281317,-25.4095797 L -49.2274913,-25.4108745 L -49.227067,-25.4117325 L -49.2268378,-25.4121957 L -49.2261079,-25.413215 L -49.2260819,-25.4132586 L -49.2260601,-25.413306 L -49.2259347,-25.413587 M -49.2258315,-25.4138181 L -49.2252865,-25.4150393 L -49.2246873,-25.4163814 M -49.224377,-25.417077 L -49.2241551,-25.4175741 M -49.2246873,-25.4163814 L -49.224377,-25.417077 M -49.2239846,-25.4176413 L -49.2240292,-25.4176432 L -49.2240683,-25.4176369 L -49.2241017,-25.4176197 L -49.2241551,-25.4175741 M -49.2241551,-25.4175741 L -49.2240606,-25.4178281"
7,Rua Renato Thadeo,M,"M -49.2289026,-25.4132709 L -49.2280581,-25.4145294 L -49.2274637,-25.4158578 L -49.2268623,-25.4172021"
8,Rua Comendador Antônio Domingues de Barros,M,"M -49.2289081,-25.4164008 L -49.2281955,-25.416133 L -49.2274637,-25.4158578 L -49.2267243,-25.4155799 L -49.2260058,-25.4153099 L -49.2252865,-25.4150393 L -49.2246775,-25.4148109 M -49.2245608,-25.4147669 L -49.2239129,-25.4145233"
9,Trevo do Tatuquara,O,"M -49.3033545,-25.5448933 L -49.3030838,-25.5437671"
