name,path_data,gender
Túnel Deputada Antonieta de Barros,"M -48.5466022,-27.6075265 L -48.5464683,-27.6075974 L -48.5462815,-27.6076803 L -48.5460905,-27.6077587 L -48.543109,-27.6089091 L -48.5430102,-27.6089472 L -48.5400077,-27.6100986 M -48.5399044,-27.6099187 L -48.5429292,-27.6087545 L -48.5440457,-27.6083248 L -48.5442428,-27.608249 L -48.5460078,-27.6075697 L -48.5461801,-27.607502 L -48.5463216,-27.6074373 L -48.5464777,-27.6073609",M
Avenida da Saudade,"M -48.5203819,-27.5781291 L -48.5202679,-27.5780922 M -48.5168548,-27.5770283 L -48.5162074,-27.5768298 M -48.525877,-27.5795685 L -48.525726,-27.5795581 L -48.5254787,-27.5795089 L -48.5252411,-27.5794617 L -48.5251659,-27.5794467 L -48.5250481,-27.5794314 L -48.5249638,-27.5794312 L -48.5248523,-27.5794467 M -48.5239801,-27.5793416 L -48.524023,-27.5794378 L -48.5240552,-27.5794949 L -48.5240954,-27.5795425 L -48.5241491,-27.579571 L -48.5242161,-27.5795841 L -48.5242845,-27.5795829 L -48.5243677,-27.5795662 L -48.5244615,-27.5795139 L -48.5245568,-27.5794533 L -48.5246828,-27.5793653 L -48.5248114,-27.5793224 L -48.5249232,-27.5793147 M -48.519946,-27.5777261 L -48.5203752,-27.5778592 M -48.517752,-27.5770366 L -48.519946,-27.5777261 M -48.5176367,-27.5772803 L -48.5168548,-27.5770283 M -48.5203752,-27.5778592 L -48.5208674,-27.5780126 M -48.5198535,-27.5779674 L -48.5176367,-27.5772803 M -48.5202679,-27.5780922 L -48.5198535,-27.5779674 M -48.5249232,-27.5793147 L -48.5249923,-27.5793262 L -48.5251109,-27.5793503 L -48.5254255,-27.5794152 L -48.525525,-27.5794265 M -48.525525,-27.5794265 L -48.5256346,-27.5794112 L -48.5257175,-27.5793702 L -48.5257753,-27.5793455 L -48.5258145,-27.5793299 M -48.5155553,-27.5763947 L -48.5161547,-27.576567 L -48.5168203,-27.5767572 L -48.5172159,-27.5768702 M -48.5172159,-27.5768702 L -48.517752,-27.5770366",M
Rodovia Admar Gonzaga,"M -48.5162074,-27.5768298 L -48.5155968,-27.5766788 L -48.5153567,-27.5766051 L -48.5152106,-27.5765718 L -48.515055,-27.576573 L -48.5149195,-27.5766015 L -48.514784,-27.5766622 L -48.5146718,-27.576749 L -48.5144032,-27.5770075 L -48.5142194,-27.5771576 L -48.5139996,-27.5773048 L -48.5137772,-27.5774234 L -48.5136361,-27.5774836 L -48.5134191,-27.577555 M -48.4917889,-27.5958072 L -48.4914787,-27.5960895 L -48.4913096,-27.5962476 L -48.4912259,-27.5963309 L -48.4911562,-27.5964162 L -48.4911115,-27.5964848 L -48.4910455,-27.5965937 L -48.4909434,-27.5967772 L -48.4905836,-27.5974235 M -48.5115849,-27.5776458 L -48.5124432,-27.5775489 M -48.5133519,-27.5773766 L -48.5135388,-27.5773345 L -48.5136582,-27.5773017 M -48.5080931,-27.57844 L -48.5079768,-27.5784719 L -48.5075475,-27.5785897 L -48.5074529,-27.5786157 L -48.5073557,-27.5786419 L -48.5061638,-27.5789636 L -48.5057613,-27.5790722 L -48.5055309,-27.5791323 L -48.5052377,-27.5792176 L -48.5051178,-27.579257 M -48.503831,-27.5826804 L -48.5037001,-27.5830607 M -48.4989122,-27.5866776 L -48.498341,-27.5870972 L -48.4981792,-27.5872161 M -48.4995945,-27.5861486 L -48.4997852,-27.5860085 L -48.5003158,-27.5856187 L -48.5003597,-27.5855865 L -48.5004101,-27.5855494 L -48.5005116,-27.5854748 M -48.4745052,-27.5992774 L -48.4744117,-27.5993215 L -48.474345,-27.5993585 L -48.4742979,-27.599396 L -48.4742622,-27.5994378 L -48.4734552,-27.6004949 L -48.4731454,-27.6009035 M -48.4731648,-27.6007656 L -48.4741755,-27.5994425 L -48.4742075,-27.5994059 L -48.4742499,-27.5993683 L -48.4742913,-27.5993428 L -48.4743462,-27.599319 L -48.4744102,-27.5992951 L -48.4745052,-27.5992774 M -48.4996168,-27.5862307 L -48.4989122,-27.5866776 M -48.5005116,-27.5854748 L -48.50068,-27.5853533 L -48.5008085,-27.5852606 L -48.5009994,-27.5851229 M -48.5006042,-27.5855377 L -48.5005196,-27.5856018 L -48.5004278,-27.5856712 M -48.4975146,-27.5877043 L -48.4971734,-27.5879533 L -48.4971086,-27.5880006 L -48.4964445,-27.5884852 L -48.4963165,-27.5885786 L -48.4956849,-27.5890659 L -48.495601,-27.5891302 L -48.4952745,-27.5893826 L -48.4951433,-27.5894872 M -48.5127436,-27.5774877 L -48.5130769,-27.5774271 M -48.5031756,-27.5835406 L -48.5032333,-27.583498 L -48.503328,-27.5834193 L -48.5034069,-27.5833402 L -48.5035252,-27.5831974 L -48.5036386,-27.5830257 L -48.503831,-27.5826804 M -48.5010673,-27.5852013 L -48.5006849,-27.5854791 L -48.5006042,-27.5855377 M -48.5130139,-27.5776203 L -48.5129495,-27.5776274 L -48.5128945,-27.5776286 L -48.5128213,-27.5776322 M -48.5123809,-27.5776346 L -48.5120321,-27.5776437 L -48.5115849,-27.5776458 M -48.4929272,-27.5937845 L -48.4928913,-27.5938667 M -48.4928913,-27.5938667 L -48.4928401,-27.5939765 L -48.4927524,-27.594169 L -48.4926487,-27.5943965 M -48.5045342,-27.5800644 L -48.504504,-27.5802988 L -48.5044825,-27.5804452 L -48.5044596,-27.580572 L -48.5044352,-27.5806759 L -48.5043698,-27.5808936 L -48.5042424,-27.5813372 M -48.5040048,-27.5821138 L -48.5039883,-27.5821677 L -48.503831,-27.5826804 M -48.4947581,-27.5898095 L -48.4946877,-27.5898825 L -48.4946294,-27.5899551 L -48.494567,-27.590043 M -48.4933502,-27.5927576 L -48.4932911,-27.5929022 L -48.4931308,-27.5932947 L -48.4931076,-27.5933515 L -48.4929621,-27.5937075 L -48.4929272,-27.5937845 M -48.4904271,-27.5977309 L -48.4903955,-27.5977993 L -48.4903824,-27.5978346 L -48.4902882,-27.5981092 L -48.4902585,-27.5981876 L -48.4902241,-27.5982647 L -48.4901923,-27.5983279 L -48.4901347,-27.5984222 L -48.4900443,-27.5985583 L -48.4897402,-27.5990162 L -48.4896408,-27.599166 L -48.4896226,-27.5991939 L -48.4894814,-27.5994054 L -48.48943,-27.5994756 L -48.4893568,-27.5995659 L -48.4892969,-27.5996298 M -48.4892969,-27.5996298 L -48.4892159,-27.5996962 L -48.4890658,-27.5997927 L -48.4889165,-27.5998841 L -48.4887979,-27.5999308 L -48.4886755,-27.5999698 L -48.4885823,-27.5999817 L -48.4884777,-27.5999757 L -48.4883416,-27.599952 L -48.4881857,-27.5999083 L -48.4880475,-27.5998792 L -48.4879214,-27.5998614 L -48.4878135,-27.5998626 L -48.4876809,-27.5998738 L -48.4874593,-27.5998957 L -48.4871158,-27.5999317 L -48.4868771,-27.5999603 L -48.486747,-27.5999698 L -48.486621,-27.5999614 L -48.4864896,-27.5999365 L -48.4858585,-27.5997381 L -48.4857553,-27.599719 L -48.4856547,-27.5997214 L -48.4855588,-27.5997493 L -48.4851974,-27.5999079 L -48.4851045,-27.5999327 L -48.4849975,-27.5999365 L -48.4847179,-27.599908 L -48.4844477,-27.5998777 L -48.4842988,-27.5998485 L -48.4841734,-27.5998099 L -48.4840607,-27.5997535 L -48.4837295,-27.5995229 L -48.4836303,-27.5994647 L -48.4835109,-27.5994112 L -48.483362,-27.5993815 L -48.4832186,-27.5993756 L -48.483,-27.5994101 L -48.4828794,-27.5994451 L -48.4820395,-27.5997694 L -48.4819086,-27.599833 L -48.481805,-27.5999234 L -48.4817179,-27.6000256 L -48.4815864,-27.6001944 L -48.4815368,-27.6002717 L -48.4814896,-27.6003694 L -48.4814604,-27.6004832 L -48.481463,-27.6005925 L -48.4814845,-27.600715 L -48.4815328,-27.6008403 L -48.4816286,-27.6010727 L -48.4816461,-27.6011505 L -48.4816434,-27.6012046 L -48.481624,-27.6012546 L -48.4815924,-27.6012789 L -48.4815355,-27.601289 L -48.4814778,-27.6012789 L -48.4814235,-27.6012546 L -48.4809921,-27.6009724 L -48.4809285,-27.6009431 L -48.4808355,-27.6009062 L -48.4807249,-27.6008733 L -48.4806124,-27.600856 L -48.4805012,-27.6008466 L -48.4797509,-27.6008025 L -48.4796512,-27.6007934 L -48.4795488,-27.6007769 L -48.4794435,-27.600757 L -48.4793567,-27.6007323 L -48.4792365,-27.6006915 L -48.4791685,-27.6006639 L -48.4786894,-27.6004298 L -48.4784871,-27.6003228 L -48.4784114,-27.6002892 L -48.4783444,-27.600277 L -48.4782861,-27.6002836 L -48.4782425,-27.6003122 L -48.4782335,-27.6003562 L -48.4782388,-27.6004073 L -48.4782663,-27.6004542 L -48.4788336,-27.6010106 L -48.4790643,-27.6012221 L -48.4791179,-27.6012733 L -48.4791434,-27.6013255 L -48.4791367,-27.6013815 L -48.4790911,-27.601423 L -48.4790334,-27.6014409 L -48.4789744,-27.6014373 L -48.4789194,-27.6014278 L -48.4786373,-27.6013532 L -48.4785332,-27.6013089 L -48.4783667,-27.6012072 L -48.4781438,-27.6010549 L -48.4778919,-27.6008352 L -48.4778059,-27.6007494 L -48.4777144,-27.6006653 L -48.4771464,-27.6000984 L -48.4770385,-27.600017 L -48.4768736,-27.5999316 L -48.4766699,-27.5998438 L -48.4763358,-27.599711 L -48.4762661,-27.5996919 L -48.4762044,-27.599692 L -48.4761651,-27.5997149 L -48.4761454,-27.5997538 L -48.4761534,-27.5998084 L -48.4765028,-27.6005405 L -48.4765189,-27.6006095 L -48.4765109,-27.6006558 L -48.4764867,-27.6006998 L -48.4764478,-27.6007235 L -48.4763875,-27.6007307 L -48.4763352,-27.6007128 L -48.4762976,-27.6006867 L -48.4762386,-27.6006344 L -48.4752656,-27.5995991 L -48.4751512,-27.5995062 L -48.475051,-27.5994268 L -48.4749451,-27.5993591 L -48.4748177,-27.599308 L -48.4747273,-27.599283 L -48.4746436,-27.5992795 L -48.4745612,-27.599274 L -48.4745052,-27.5992774 M -48.5134191,-27.577555 L -48.5131855,-27.577606 L -48.5130139,-27.5776203 M -48.4905836,-27.5974235 L -48.4904886,-27.5976095 L -48.4904271,-27.5977309 M -48.5028389,-27.5837747 L -48.5030318,-27.5836408 L -48.5031756,-27.5835406 M -48.5009994,-27.5851229 L -48.5011409,-27.5850192 L -48.5018513,-27.5844985 L -48.501996,-27.5843924 L -48.5023667,-27.5841208 L -48.5024413,-27.5840661 L -48.5028389,-27.5837747 M -48.5037001,-27.5830607 L -48.5036063,-27.5832474 L -48.5035057,-27.5833828 L -48.5034139,-27.5834798 L -48.5032641,-27.5836122 L -48.5024429,-27.584206 L -48.5012123,-27.5850915 L -48.5010673,-27.5852013 M -48.5128213,-27.5776322 L -48.5126002,-27.5776358 L -48.5123809,-27.5776346 M -48.4981792,-27.5872161 L -48.4976142,-27.5876311 L -48.4975146,-27.5877043 M -48.5004278,-27.5856712 L -48.4998454,-27.5860734 L -48.4996168,-27.5862307 M -48.4989122,-27.5866776 L -48.4995945,-27.5861486 M -48.5130769,-27.5774271 L -48.5133519,-27.5773766 M -48.5040466,-27.5819701 L -48.5040048,-27.5821138 M -48.5042424,-27.5813372 L -48.5041046,-27.5817927 L -48.50406,-27.5819292 L -48.5040466,-27.5819701 M -48.5045856,-27.5797787 L -48.5045711,-27.5798435 L -48.5045567,-27.5799241 L -48.5045342,-27.5800644 M -48.504818,-27.5794043 L -48.5047384,-27.5794875 L -48.5046805,-27.5795743 L -48.5046312,-27.5796691 L -48.5045856,-27.5797787 M -48.5051178,-27.579257 L -48.5049978,-27.5793029 L -48.5048991,-27.5793522 L -48.504818,-27.5794043 M -48.5083279,-27.5783773 L -48.5080931,-27.57844 M -48.5096008,-27.5780375 L -48.5093028,-27.578117 L -48.5092023,-27.5781439 L -48.5091052,-27.5781698 L -48.5086906,-27.5782805 L -48.5083279,-27.5783773 M -48.5097245,-27.578006 L -48.5096008,-27.5780375 M -48.5098804,-27.5779651 L -48.5097778,-27.5779924 L -48.5097245,-27.578006 M -48.5101421,-27.5779012 L -48.5099743,-27.5779421 L -48.5098804,-27.5779651 M -48.5115849,-27.5776458 L -48.5114813,-27.5776518 L -48.5112678,-27.5776643 L -48.5110974,-27.5776845 L -48.5109193,-27.5777184 L -48.5106879,-27.5777696 L -48.5105602,-27.5777993 L -48.5101421,-27.5779012 M -48.5124432,-27.5775489 L -48.5127436,-27.5774877 M -48.4729658,-27.6010245 L -48.4730032,-27.6009772 L -48.4731648,-27.6007656 M -48.4731454,-27.6009035 L -48.4730694,-27.6010008 L -48.4730337,-27.6010491 M -48.4940198,-27.5911639 L -48.4936843,-27.5919426 M -48.4936843,-27.5919426 L -48.4936061,-27.5921309 L -48.493526,-27.592327 L -48.4934998,-27.592391 L -48.4933502,-27.5927576 M -48.4923172,-27.5952503 L -48.4922722,-27.5953432 L -48.4922117,-27.5954223 M -48.4922117,-27.5954223 L -48.4917889,-27.5958072 M -48.4926487,-27.5943965 L -48.4923659,-27.5951248 L -48.4923172,-27.5952503 M -48.4943984,-27.5903776 L -48.4941247,-27.5909226 L -48.4940198,-27.5911639 M -48.494567,-27.590043 L -48.4945053,-27.5901601 L -48.4943984,-27.5903776 M -48.4951433,-27.5894872 L -48.4948691,-27.5897057 L -48.4948131,-27.5897557 M -48.4948131,-27.5897557 L -48.4947581,-27.5898095",M
Rodovia Gustavo Richard,"M -48.5577943,-27.5984584 L -48.5576432,-27.5984857 L -48.5571573,-27.5986015 L -48.5564081,-27.5988399 L -48.5558596,-27.5990231 L -48.5551686,-27.5992935 L -48.5548547,-27.5994188 M -48.5466085,-27.607284 L -48.5468638,-27.6071061 L -48.5470346,-27.6069667 L -48.5472247,-27.6068 L -48.5473117,-27.6067149 M -48.5473117,-27.6067149 L -48.5474517,-27.6065525 L -48.5475527,-27.6064297 L -48.5476112,-27.6063445 L -48.548429,-27.6050633 M -48.5474729,-27.6068279 L -48.5473645,-27.6069331 L -48.5472009,-27.6070798 L -48.5470479,-27.6072088 L -48.5468748,-27.607341 L -48.5467212,-27.6074531 M -48.5584254,-27.5983469 L -48.5581441,-27.5983953 M -48.5581529,-27.5981075 L -48.5582753,-27.598092 L -48.5584378,-27.5980713 M -48.5528992,-27.6001175 L -48.5533535,-27.5998838 L -48.5536331,-27.5997331 L -48.5538992,-27.5995869 L -48.5543117,-27.5993694 L -48.5547386,-27.5991697 L -48.5550281,-27.5990523 L -48.5559016,-27.5987185 M -48.5559016,-27.5987185 L -48.5562784,-27.5985767 L -48.5570437,-27.5983556 L -48.5574055,-27.598269 L -48.5575071,-27.5982447 L -48.5581529,-27.5981075 M -48.548429,-27.6050633 L -48.5485673,-27.6048594 L -48.5491721,-27.6040593 L -48.5499112,-27.603067 L -48.5503012,-27.6026173 L -48.551004,-27.6018249 M -48.5525699,-27.6003828 L -48.5528992,-27.6001175 M -48.553126,-27.600352 L -48.5528446,-27.6005358 L -48.5524321,-27.6008378 L -48.552153,-27.6010752 L -48.5518945,-27.601305 L -48.551688,-27.6015047 L -48.5515094,-27.6016793 L -48.5509528,-27.6023242 L -48.5506115,-27.6027114 L -48.5504742,-27.6028672 L -48.5494435,-27.604129 M -48.5478931,-27.606294 L -48.5477513,-27.6065007 L -48.5476082,-27.6066808 L -48.5474729,-27.6068279 M -48.5581441,-27.5983953 L -48.5577943,-27.5984584 M -48.5494435,-27.604129 L -48.5490308,-27.6046375 L -48.5485884,-27.6052473 L -48.5483402,-27.605632 L -48.5481688,-27.6058824 L -48.548055,-27.6060572 L -48.5478931,-27.606294 M -48.5548547,-27.5994188 L -48.554569,-27.5995471 L -48.5542937,-27.5996717 M -48.551004,-27.6018249 L -48.5514264,-27.6013785 L -48.5515524,-27.6012588 L -48.5518445,-27.6009992 L -48.5524206,-27.6005097 L -48.5525699,-27.6003828 M -48.5542937,-27.5996717 L -48.5538103,-27.5999361 L -48.553126,-27.600352 M -48.5464777,-27.6073609 L -48.5466085,-27.607284 M -48.5467212,-27.6074531 L -48.5466022,-27.6075265",M
